,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
61872,1400000US48029131614,"Census Tract 1316.14, Bexar County, Texas",4009,12,821,1251,1729,1887,2184,2835,3121
61873,1400000US48029131615,"Census Tract 1316.15, Bexar County, Texas",7458,232,1171,1757,1918,2392,4016,5277,6159
61874,1400000US48029131700,"Census Tract 1317, Bexar County, Texas",1092,15,93,146,150,174,392,589,696
61875,1400000US48029131801,"Census Tract 1318.01, Bexar County, Texas",2103,53,176,251,295,298,716,1059,1404
61876,1400000US48029131802,"Census Tract 1318.02, Bexar County, Texas",4322,398,723,878,1182,1273,1801,2578,3109
61877,1400000US48029140100,"Census Tract 1401, Bexar County, Texas",1261,89,229,354,483,507,804,948,1071
61878,1400000US48029140200,"Census Tract 1402, Bexar County, Texas",3255,244,731,971,1359,1518,2256,2498,2979
61879,1400000US48029140300,"Census Tract 1403, Bexar County, Texas",3559,577,1718,2003,2134,2467,2917,3154,3335
61880,1400000US48029140400,"Census Tract 1404, Bexar County, Texas",3604,198,873,1071,1497,1610,2519,3044,3257
61881,1400000US48029140500,"Census Tract 1405, Bexar County, Texas",4117,323,856,1109,1699,1925,2906,3235,3632
61882,1400000US48029140600,"Census Tract 1406, Bexar County, Texas",2861,288,905,1001,1219,1318,2289,2503,2644
61883,1400000US48029140700,"Census Tract 1407, Bexar County, Texas",4813,323,1374,1765,2185,2347,3309,4030,4264
61884,1400000US48029140800,"Census Tract 1408, Bexar County, Texas",5122,371,1335,2019,2788,2841,3900,4273,4491
61885,1400000US48029140900,"Census Tract 1409, Bexar County, Texas",1949,78,691,705,851,1143,1469,1628,1828
61886,1400000US48029141000,"Census Tract 1410, Bexar County, Texas",3531,303,1370,1492,1895,2237,3083,3194,3236
61887,1400000US48029141101,"Census Tract 1411.01, Bexar County, Texas",3824,665,1471,1864,2255,2290,3004,3520,3689
61888,1400000US48029141102,"Census Tract 1411.02, Bexar County, Texas",3280,324,1033,1452,1771,1897,2696,3001,3180
61889,1400000US48029141200,"Census Tract 1412, Bexar County, Texas",7582,568,2732,3005,3982,4175,5178,6090,7102
61890,1400000US48029141300,"Census Tract 1413, Bexar County, Texas",6571,442,1580,2058,2870,2936,4173,4949,5551
61891,1400000US48029141402,"Census Tract 1414.02, Bexar County, Texas",5942,343,677,898,1180,1230,2747,3872,4699
61892,1400000US48029141403,"Census Tract 1414.03, Bexar County, Texas",4696,203,1131,1326,1566,1827,2971,3462,4052
61893,1400000US48029141404,"Census Tract 1414.04, Bexar County, Texas",5953,201,1231,1530,2328,2546,4350,4916,5309
61894,1400000US48029141600,"Census Tract 1416, Bexar County, Texas",4878,288,684,1208,1606,1717,2906,3904,4365
61895,1400000US48029141700,"Census Tract 1417, Bexar County, Texas",5697,60,474,1089,1916,1988,2944,4023,4656
61896,1400000US48029141800,"Census Tract 1418, Bexar County, Texas",3810,329,932,1268,1832,1860,2782,3314,3488
61897,1400000US48029141900,"Census Tract 1419, Bexar County, Texas",4510,80,479,691,1019,1075,1537,2851,3509
61898,1400000US48029150100,"Census Tract 1501, Bexar County, Texas",5588,238,1142,1584,2528,3015,4178,4577,4817
61899,1400000US48029150300,"Census Tract 1503, Bexar County, Texas",4764,457,2040,2272,2489,2510,3326,3779,4532
61900,1400000US48029150400,"Census Tract 1504, Bexar County, Texas",4946,175,1575,2140,2364,2434,3775,4186,4449
61901,1400000US48029150501,"Census Tract 1505.01, Bexar County, Texas",4582,257,1355,2058,2540,2563,3630,4122,4515
61902,1400000US48029150502,"Census Tract 1505.02, Bexar County, Texas",3515,177,978,1322,1989,2171,2893,3080,3295
61903,1400000US48029150600,"Census Tract 1506, Bexar County, Texas",4959,296,2191,2973,3392,3566,4466,4754,4839
61904,1400000US48029150700,"Census Tract 1507, Bexar County, Texas",7289,635,1812,2360,4357,4481,5747,6979,7045
61905,1400000US48029150800,"Census Tract 1508, Bexar County, Texas",2619,700,1743,1824,1976,2144,2211,2378,2505
61906,1400000US48029150900,"Census Tract 1509, Bexar County, Texas",6956,376,1795,3005,4014,4162,5324,6200,6464
61907,1400000US48029151000,"Census Tract 1510, Bexar County, Texas",4003,255,1221,1679,2005,2028,3188,3653,3749
61908,1400000US48029151100,"Census Tract 1511, Bexar County, Texas",8025,746,2684,3847,4551,4623,6110,7214,7900
61909,1400000US48029151200,"Census Tract 1512, Bexar County, Texas",10868,968,1812,3209,3729,4057,6905,8624,9089
61910,1400000US48029151301,"Census Tract 1513.01, Bexar County, Texas",5936,170,1739,1961,2378,2426,4278,5115,5428
61911,1400000US48029151302,"Census Tract 1513.02, Bexar County, Texas",3690,455,1253,1407,1699,1927,2741,3213,3453
61912,1400000US48029151400,"Census Tract 1514, Bexar County, Texas",5444,555,1557,1943,2794,3286,4484,5096,5275
61913,1400000US48029151500,"Census Tract 1515, Bexar County, Texas",2625,59,454,892,1390,1461,1892,2299,2480
61914,1400000US48029151600,"Census Tract 1516, Bexar County, Texas",8601,351,2450,2819,3794,4122,5698,7370,8304
61915,1400000US48029151700,"Census Tract 1517, Bexar County, Texas",7506,324,1807,2432,3110,3215,5302,6272,6928
61916,1400000US48029151900,"Census Tract 1519, Bexar County, Texas",7252,829,1983,2119,2684,2735,4486,5771,6438
61917,1400000US48029152000,"Census Tract 1520, Bexar County, Texas",2823,505,899,1088,1227,1298,1888,2502,2594
61918,1400000US48029152100,"Census Tract 1521, Bexar County, Texas",4885,792,1458,1780,1903,2008,3323,4028,4325
61919,1400000US48029152201,"Census Tract 1522.01, Bexar County, Texas",7126,726,2399,2934,3456,4119,5210,5760,6563
61920,1400000US48029152202,"Census Tract 1522.02, Bexar County, Texas",5442,102,880,1161,1737,2260,3719,4799,5135
61921,1400000US48029160100,"Census Tract 1601, Bexar County, Texas",7137,1878,3871,4218,4969,5243,6366,6720,7000
61922,1400000US48029160200,"Census Tract 1602, Bexar County, Texas",3312,145,1042,1456,1869,1934,2653,2892,3075
61923,1400000US48029160300,"Census Tract 1603, Bexar County, Texas",5363,555,2280,2410,2957,3035,3966,4523,5062
61924,1400000US48029160400,"Census Tract 1604, Bexar County, Texas",5312,495,1313,2212,2480,2605,3589,4206,4847
61925,1400000US48029160501,"Census Tract 1605.01, Bexar County, Texas",4455,1496,2673,3007,3122,3176,4018,4258,4408
61926,1400000US48029160502,"Census Tract 1605.02, Bexar County, Texas",4451,527,1874,2066,2665,2808,3906,4176,4296
61927,1400000US48029160600,"Census Tract 1606, Bexar County, Texas",5259,813,2419,2665,3316,3733,4462,4978,5241
61928,1400000US48029160701,"Census Tract 1607.01, Bexar County, Texas",3831,445,1237,1804,2196,2384,3332,3637,3777
61929,1400000US48029160702,"Census Tract 1607.02, Bexar County, Texas",5507,1114,2468,2944,3332,3595,4441,5159,5344
61930,1400000US48029160901,"Census Tract 1609.01, Bexar County, Texas",2620,276,840,1079,1261,1389,2031,2272,2470
61931,1400000US48029160902,"Census Tract 1609.02, Bexar County, Texas",5334,827,2178,2329,2648,3107,4495,4925,5258
61932,1400000US48029161000,"Census Tract 1610, Bexar County, Texas",4082,661,1890,2427,2743,2904,3360,3546,3693
61933,1400000US48029161100,"Census Tract 1611, Bexar County, Texas",9700,554,2374,3660,4339,5028,6608,8129,8669
61934,1400000US48029161200,"Census Tract 1612, Bexar County, Texas",2908,480,1136,1270,1630,1755,2314,2627,2752
61935,1400000US48029161302,"Census Tract 1613.02, Bexar County, Texas",6112,516,1984,2468,3157,3473,4900,5571,5981
61936,1400000US48029161303,"Census Tract 1613.03, Bexar County, Texas",4484,124,1653,1954,2829,2837,3662,4284,4424
61937,1400000US48029161304,"Census Tract 1613.04, Bexar County, Texas",4619,368,1301,1679,2579,2733,3859,4332,4372
61938,1400000US48029161400,"Census Tract 1614, Bexar County, Texas",1924,0,77,182,271,357,921,1315,1846
61939,1400000US48029161501,"Census Tract 1615.01, Bexar County, Texas",8236,701,3029,3759,4736,5069,6303,7353,7910
61940,1400000US48029161503,"Census Tract 1615.03, Bexar County, Texas",5401,518,2211,2619,2963,3053,3761,4430,4890
61941,1400000US48029161504,"Census Tract 1615.04, Bexar County, Texas",4401,541,1668,1781,2299,2405,3173,3857,4218
61942,1400000US48029161600,"Census Tract 1616, Bexar County, Texas",4838,433,1300,1965,2364,2421,3991,4328,4663
61943,1400000US48029161801,"Census Tract 1618.01, Bexar County, Texas",4150,200,518,1014,1530,1683,2435,2904,3148
61944,1400000US48029161802,"Census Tract 1618.02, Bexar County, Texas",10208,1247,2926,3731,5525,6110,8257,8948,9840
61945,1400000US48029161901,"Census Tract 1619.01, Bexar County, Texas",927,38,221,313,367,457,590,746,793
61946,1400000US48029161902,"Census Tract 1619.02, Bexar County, Texas",8509,202,1613,1894,2259,2723,4645,6681,7604
61947,1400000US48029162001,"Census Tract 1620.01, Bexar County, Texas",2112,59,523,707,783,839,1486,1810,1953
61948,1400000US48029162003,"Census Tract 1620.03, Bexar County, Texas",4751,559,1182,1307,1776,2101,3078,3852,4430
61949,1400000US48029162004,"Census Tract 1620.04, Bexar County, Texas",3399,332,943,1254,1694,1718,2366,2790,2932
61950,1400000US48029170101,"Census Tract 1701.01, Bexar County, Texas",3815,363,1007,1176,1838,1838,2959,3525,3672
61951,1400000US48029170102,"Census Tract 1701.02, Bexar County, Texas",3514,209,1681,2113,2430,2437,2636,3365,3393
61952,1400000US48029170200,"Census Tract 1702, Bexar County, Texas",5599,691,3012,3663,4276,4486,5063,5316,5429
61953,1400000US48029170300,"Census Tract 1703, Bexar County, Texas",5961,828,2521,2880,3459,3801,5060,5654,5762
61954,1400000US48029170401,"Census Tract 1704.01, Bexar County, Texas",4289,1050,1752,2175,2823,2886,3906,4225,4276
61955,1400000US48029170402,"Census Tract 1704.02, Bexar County, Texas",5394,718,2283,2666,3397,3522,4644,4989,5165
61956,1400000US48029170500,"Census Tract 1705, Bexar County, Texas",4584,600,2144,2261,2639,2755,3594,3791,4223
61957,1400000US48029170600,"Census Tract 1706, Bexar County, Texas",4545,347,953,1272,1807,1860,2819,3348,4030
61958,1400000US48029170700,"Census Tract 1707, Bexar County, Texas",5048,432,1352,1947,2610,2665,4100,4760,4891
61959,1400000US48029170800,"Census Tract 1708, Bexar County, Texas",1740,267,743,934,1045,1063,1609,1679,1728
61960,1400000US48029170900,"Census Tract 1709, Bexar County, Texas",3669,317,1260,1596,1966,1996,2885,3196,3282
61961,1400000US48029171000,"Census Tract 1710, Bexar County, Texas",6221,582,2370,3535,4168,4311,5192,5722,5847
61962,1400000US48029171100,"Census Tract 1711, Bexar County, Texas",3736,380,1613,2036,2362,2417,3198,3488,3718
61963,1400000US48029171200,"Census Tract 1712, Bexar County, Texas",4012,68,1727,2334,2509,2730,3807,3926,3949
61964,1400000US48029171301,"Census Tract 1713.01, Bexar County, Texas",2858,265,1006,1364,1723,1777,2209,2749,2852
61965,1400000US48029171302,"Census Tract 1713.02, Bexar County, Texas",3619,231,1364,1620,1881,2037,2730,3217,3368
61966,1400000US48029171401,"Census Tract 1714.01, Bexar County, Texas",4968,267,1308,1897,2161,2440,3483,4455,4656
61967,1400000US48029171402,"Census Tract 1714.02, Bexar County, Texas",6593,454,2230,2966,3774,3810,5215,5947,6291
61968,1400000US48029171501,"Census Tract 1715.01, Bexar County, Texas",2609,236,1033,1247,1431,1462,1923,2366,2593
61969,1400000US48029171502,"Census Tract 1715.02, Bexar County, Texas",5062,389,1984,2328,2897,3029,4259,4852,5002
61970,1400000US48029171601,"Census Tract 1716.01, Bexar County, Texas",4412,555,1971,2000,2470,2504,3891,4201,4340
61971,1400000US48029171602,"Census Tract 1716.02, Bexar County, Texas",4590,642,2697,3142,3454,3564,4284,4437,4552
61972,1400000US48029171700,"Census Tract 1717, Bexar County, Texas",9093,615,3279,3486,4270,4699,6437,8276,8421
61973,1400000US48029171801,"Census Tract 1718.01, Bexar County, Texas",6037,355,1273,1595,2655,2983,4383,5463,5810
61974,1400000US48029171802,"Census Tract 1718.02, Bexar County, Texas",6365,954,1993,2510,3569,3662,5048,5701,6118
61975,1400000US48029171902,"Census Tract 1719.02, Bexar County, Texas",13001,605,3161,3738,5625,5951,7966,10015,11606
61976,1400000US48029171903,"Census Tract 1719.03, Bexar County, Texas",7165,606,2401,2517,3145,3390,5679,6536,6651
61977,1400000US48029171912,"Census Tract 1719.12, Bexar County, Texas",7867,287,799,923,1321,1791,3012,3862,5391
61978,1400000US48029171913,"Census Tract 1719.13, Bexar County, Texas",6309,326,1557,2281,3120,3269,4141,4705,5547
61979,1400000US48029171914,"Census Tract 1719.14, Bexar County, Texas",5849,367,617,672,1228,1305,2647,3519,4233
61980,1400000US48029171915,"Census Tract 1719.15, Bexar County, Texas",2315,54,437,499,622,808,1462,1758,1905
61981,1400000US48029171916,"Census Tract 1719.16, Bexar County, Texas",9075,110,415,693,914,1189,3721,6065,7139
61982,1400000US48029171917,"Census Tract 1719.17, Bexar County, Texas",10128,263,812,1049,1618,1740,4628,6469,7481
61983,1400000US48029171918,"Census Tract 1719.18, Bexar County, Texas",6140,142,357,413,766,892,2634,3358,4805
61984,1400000US48029171919,"Census Tract 1719.19, Bexar County, Texas",5298,115,705,814,1426,1622,2807,4186,4617
61985,1400000US48029171920,"Census Tract 1719.20, Bexar County, Texas",9370,700,1750,2506,3663,3938,5815,7177,8263
61986,1400000US48029171921,"Census Tract 1719.21, Bexar County, Texas",4573,80,787,956,1211,1401,2231,3452,4023
61987,1400000US48029171922,"Census Tract 1719.22, Bexar County, Texas",3505,37,353,514,514,800,1647,2314,2850
61988,1400000US48029171923,"Census Tract 1719.23, Bexar County, Texas",10152,456,1315,1652,1927,2134,4934,6943,7745
61989,1400000US48029171924,"Census Tract 1719.24, Bexar County, Texas",7738,427,989,1268,1528,1866,3136,4053,4712
61990,1400000US48029171925,"Census Tract 1719.25, Bexar County, Texas",10228,494,1678,2614,3514,3540,4927,6271,7931
61991,1400000US48029172002,"Census Tract 1720.02, Bexar County, Texas",18534,529,1114,1423,2592,3305,8058,12469,14540
61992,1400000US48029172003,"Census Tract 1720.03, Bexar County, Texas",5187,116,375,506,681,957,1823,2673,3564
61993,1400000US48029172004,"Census Tract 1720.04, Bexar County, Texas",7559,24,222,373,552,685,2112,3222,4197
61994,1400000US48029172005,"Census Tract 1720.05, Bexar County, Texas",9045,170,917,1152,1402,1506,2737,4335,6019
61995,1400000US48029172006,"Census Tract 1720.06, Bexar County, Texas",9645,321,635,845,1305,1423,2685,4029,5494
61996,1400000US48029172007,"Census Tract 1720.07, Bexar County, Texas",11006,167,414,662,726,726,2080,3885,6260
61997,1400000US48029180101,"Census Tract 1801.01, Bexar County, Texas",5257,360,1232,1685,1995,2029,2959,3581,4052
61998,1400000US48029180102,"Census Tract 1801.02, Bexar County, Texas",1874,60,189,243,253,370,639,1017,1413
61999,1400000US48029180201,"Census Tract 1802.01, Bexar County, Texas",5281,337,1647,1894,2218,2457,3963,4632,4981
62000,1400000US48029180202,"Census Tract 1802.02, Bexar County, Texas",5000,716,2123,2669,2808,3057,3712,4072,4404
62001,1400000US48029180300,"Census Tract 1803, Bexar County, Texas",5207,391,1462,2085,2416,3030,3764,4303,4698
62002,1400000US48029180400,"Census Tract 1804, Bexar County, Texas",4704,683,1734,2047,2468,2550,3690,4008,4246
62003,1400000US48029180501,"Census Tract 1805.01, Bexar County, Texas",4465,575,1512,1966,2397,2664,3499,3858,4128
62004,1400000US48029180503,"Census Tract 1805.03, Bexar County, Texas",4813,256,1112,1376,1900,1970,3194,4005,4372
62005,1400000US48029180504,"Census Tract 1805.04, Bexar County, Texas",4862,365,1625,1753,2406,2724,3958,4283,4712
62006,1400000US48029180602,"Census Tract 1806.02, Bexar County, Texas",3432,353,664,1238,1341,1596,2162,2376,2661
62007,1400000US48029180603,"Census Tract 1806.03, Bexar County, Texas",2333,20,461,505,756,773,1169,1765,2002
62008,1400000US48029180604,"Census Tract 1806.04, Bexar County, Texas",6757,923,2150,2256,2661,2904,3996,5253,6051
62009,1400000US48029180701,"Census Tract 1807.01, Bexar County, Texas",3758,469,905,1000,1216,1321,1952,2340,2863
62010,1400000US48029180702,"Census Tract 1807.02, Bexar County, Texas",6892,1131,2067,2616,3492,3601,4415,5418,5960
62011,1400000US48029180800,"Census Tract 1808, Bexar County, Texas",2842,390,1098,1175,1251,1363,1848,2272,2469
62012,1400000US48029180901,"Census Tract 1809.01, Bexar County, Texas",5739,212,1144,1678,2305,2625,3918,4930,5335
62013,1400000US48029180902,"Census Tract 1809.02, Bexar County, Texas",7969,822,3268,3604,4082,4346,5775,6632,7194
62014,1400000US48029181001,"Census Tract 1810.01, Bexar County, Texas",3278,582,973,1012,1269,1566,2072,2478,2698
62015,1400000US48029181003,"Census Tract 1810.03, Bexar County, Texas",8224,1262,3388,4089,4450,4981,6714,7373,7637
62016,1400000US48029181004,"Census Tract 1810.04, Bexar County, Texas",5392,969,1568,1852,2132,2502,3561,4364,4840
62017,1400000US48029181005,"Census Tract 1810.05, Bexar County, Texas",4177,432,1128,1403,1963,2044,2887,3743,3920
62018,1400000US48029181100,"Census Tract 1811, Bexar County, Texas",6359,138,1127,1231,1560,1750,2948,3971,4522
62019,1400000US48029181200,"Census Tract 1812, Bexar County, Texas",5335,179,616,676,711,725,1808,2731,3307
62020,1400000US48029181301,"Census Tract 1813.01, Bexar County, Texas",4536,361,893,1065,1296,1518,2472,3053,3373
62021,1400000US48029181302,"Census Tract 1813.02, Bexar County, Texas",6483,488,967,1165,2017,2156,3185,4427,5350
62022,1400000US48029181303,"Census Tract 1813.03, Bexar County, Texas",4173,532,2024,2234,2657,2717,3559,3774,3990
62023,1400000US48029181402,"Census Tract 1814.02, Bexar County, Texas",2372,566,750,773,904,1000,1452,1625,1962
62024,1400000US48029181403,"Census Tract 1814.03, Bexar County, Texas",7029,316,1670,2022,2246,2612,4094,5095,6136
62025,1400000US48029181404,"Census Tract 1814.04, Bexar County, Texas",5588,593,873,1148,1662,1738,2746,4104,4549
62026,1400000US48029181503,"Census Tract 1815.03, Bexar County, Texas",8220,407,1424,1617,2234,2591,4355,5727,6628
62027,1400000US48029181504,"Census Tract 1815.04, Bexar County, Texas",6909,413,1214,2115,2656,2669,4016,5050,5568
62028,1400000US48029181505,"Census Tract 1815.05, Bexar County, Texas",4942,339,544,628,858,1032,2051,3270,3806
62029,1400000US48029181506,"Census Tract 1815.06, Bexar County, Texas",4531,341,1110,1120,1505,1505,2673,3755,4010
62030,1400000US48029181601,"Census Tract 1816.01, Bexar County, Texas",3406,328,885,1389,1732,1794,2323,2702,2872
